Sb03g031640,GRMZM2G028568,GRMZM2G144028
Sb04g037810,,GRMZM2G081965
Sb02g022340,GRMZM2G399087,
Sb01g032360,GRMZM2G104983,
Sb03g041400,GRMZM2G343218,
Sb03g031810,GRMZM2G146878,
Sb01g008000,GRMZM2G099907,
Sb06g003780,GRMZM2G012942,
Sb01g004190,GRMZM2G004500,
Sb01g048480,GRMZM2G031859,
Sb01g009200,GRMZM2G090124,
Sb04g008530,GRMZM2G014444,
Sb01g005550,GRMZM2G120596,
Sb03g002590,GRMZM2G055313,
Sb05g025550,GRMZM2G542227,
Sb03g037140,GRMZM2G047652,
Sb03g007470,GRMZM2G054050,
Sb06g024870,GRMZM2G071327,
Sb02g005750,,GRMZM5G843555
Sb01g019930,,GRMZM2G058345
Sb01g034770,GRMZM2G108576,
Sb01g019280,GRMZM2G415359,
Sb03g004430,GRMZM2G066413,
Sb06g028360,,GRMZM2G119802
Sb06g012940,GRMZM2G026918,
Sb05g020430,,GRMZM2G169095
Sb01g001030,GRMZM2G021642,
Sb09g020930,GRMZM2G058472,
Sb01g016860,GRMZM2G328671,
Sb10g006240,,GRMZM2G116881
Sb02g000370,,GRMZM2G096814
Sb01g036730,GRMZM2G033519,
Sb07g003700,GRMZM2G385989,
Sb07g023020,GRMZM2G070172,
Sb01g038130,GRMZM5G814718,
Sb01g014160,GRMZM2G141379,
Sb10g008630,,GRMZM2G082564
Sb06g024440,GRMZM2G328781,
Sb01g010165,GRMZM5G835691,
Sb01g015440,GRMZM2G441489,
Sb02g021450,,GRMZM2G100484
Sb02g037330,GRMZM2G121516,
Sb01g048090,GRMZM2G110616,
Sb07g026610,GRMZM5G828396,
Sb02g024980,GRMZM2G160364,
Sb04g009910,GRMZM5G816031,
Sb05g027700,GRMZM2G145725,
Sb02g010680,GRMZM2G148056,
Sb09g015680,GRMZM2G357834,
Sb06g018950,GRMZM2G065480,
Sb01g049270,GRMZM2G453794,
Sb10g013720,GRMZM2G134382,
Sb04g034310,GRMZM2G414621,
Sb01g031430,GRMZM2G048821,
Sb01g013843,GRMZM2G165042,
Sb01g013840,GRMZM2G113260,
Sb03g000450,GRMZM2G087103,
Sb04g007710,GRMZM2G014826,
Sb01g010380,GRMZM5G814549,
Sb01g021950,,GRMZM2G046021
Sb03g042220,GRMZM2G471142,
Sb06g033240,,GRMZM2G173660
Sb04g037950,,GRMZM2G123818
Sb07g026470,GRMZM5G871093,
Sb10g001660,GRMZM2G051247,
Sb03g033710,GRMZM2G022625,
Sb01g034850,GRMZM2G057674,
Sb01g030290,GRMZM2G026767,
Sb02g038720,GRMZM2G167520,
Sb08g022230,GRMZM2G168170,
Sb02g013790,GRMZM2G067460,
Sb04g024270,GRMZM2G160710,
Sb06g023910,GRMZM2G009208,
Sb04g003480,GRMZM2G062914,
Sb04g023720,GRMZM5G839593,
Sb03g045890,GRMZM5G800344,
Sb01g000950,,GRMZM2G028955
Sb03g030250,GRMZM2G344848,
Sb03g047490,GRMZM2G049351,
Sb01g036190,GRMZM2G072892,
Sb08g021450,,GRMZM2G173280
Sb06g016130,,GRMZM2G027241
Sb02g011330,GRMZM2G011129,
Sb03g034940,GRMZM2G028159,
Sb02g001710,,GRMZM2G103955
Sb02g021060,GRMZM2G060410,
Sb06g022200,,GRMZM2G050882
Sb03g042320,,GRMZM2G418689
Sb06g030120,,GRMZM2G480171
Sb01g046300,GRMZM2G136081,
Sb06g033790,GRMZM2G331250,
Sb03g009000,GRMZM2G069827,
Sb01g004780,GRMZM2G049906,
Sb08g007690,GRMZM2G003090,
Sb09g025610,GRMZM2G411288,
Sb01g004830,GRMZM2G166931,
Sb01g037020,GRMZM2G160466,
Sb09g004700,GRMZM2G084812,
Sb07g027870,GRMZM2G132748,
Sb04g004590,GRMZM2G017741,
Sb02g034680,,GRMZM2G001820
Sb09g020550,GRMZM2G117608,
Sb01g033740,GRMZM2G107473,
Sb09g005070,GRMZM2G127160,
Sb03g001240,,GRMZM2G071871
Sb02g005960,,GRMZM2G092284
Sb02g038350,,GRMZM2G146292
Sb01g049870,,GRMZM2G037327
Sb01g010830,AC217401.3_FG001,
Sb04g002530,GRMZM5G831200,
Sb08g014320,GRMZM2G006042,
Sb07g019840,,GRMZM2G118104
Sb04g002280,GRMZM2G038791,
Sb01g001660,GRMZM2G352415,
Sb01g029540,GRMZM2G089291,
Sb01g046490,GRMZM2G472236,
Sb04g032410,GRMZM2G062151,
Sb04g024490,GRMZM2G352274,
Sb03g002550,GRMZM2G055434,
Sb07g024110,GRMZM2G357804,
Sb03g031250,GRMZM2G077375,
Sb01g046585,GRMZM2G000749,
Sb03g035010,GRMZM2G022777,
Sb01g046580,GRMZM2G300801,
Sb01g046850,AC209858.4_FG002,
Sb01g050050,GRMZM2G042552,
Sb10g028530,GRMZM2G432480,
Sb07g023350,GRMZM2G133413,
Sb04g004620,,GRMZM2G041060
Sb09g002390,,GRMZM2G117007
Sb05g009740,GRMZM2G173317,
Sb02g031040,GRMZM2G135782,
Sb02g003570,,GRMZM5G817777
Sb01g000830,GRMZM2G099987,
Sb06g032350,GRMZM2G107187,
Sb01g045420,GRMZM2G399072,
Sb04g022890,GRMZM2G113409,
Sb03g003200,GRMZM2G104176,
Sb06g032680,GRMZM2G040115,
Sb03g037700,GRMZM2G069511,
Sb02g042460,GRMZM2G364643,
Sb09g016830,GRMZM2G162659,
Sb05g000590,,GRMZM5G849471
Sb06g028560,GRMZM2G337532,
Sb06g023590,GRMZM2G453311,
Sb10g025040,GRMZM2G704277,
Sb01g007840,,GRMZM2G129913
Sb03g043320,,AC183950.2_FG005
Sb09g023350,,GRMZM2G113554
Sb01g009320,GRMZM2G089118,
Sb06g030260,GRMZM2G004590,
Sb02g007750,GRMZM2G172204,
Sb10g001330,GRMZM2G119411,
Sb07g004480,GRMZM2G179092,
Sb02g041040,GRMZM2G301932,
Sb02g032810,,GRMZM2G081812
Sb09g029450,,GRMZM2G063025
Sb04g036770,,GRMZM2G099420
Sb06g021780,GRMZM2G366150,
Sb04g022090,GRMZM2G346837,
Sb03g042810,GRMZM2G141638,
Sb06g021830,GRMZM2G170152,
Sb01g019000,GRMZM2G404443,
Sb05g017160,GRMZM2G173085,
Sb07g006390,,GRMZM2G024482
Sb06g019950,GRMZM2G121700,
Sb04g032060,GRMZM2G144097,
Sb02g020390,,GRMZM2G047632
Sb01g048720,GRMZM2G319022,
Sb03g031660,GRMZM2G497710,
Sb04g029470,GRMZM2G075372,
Sb04g024800,GRMZM2G381283,
Sb07g002550,GRMZM2G066426,
Sb10g007140,,GRMZM2G436950
Sb03g043490,GRMZM2G164475,
Sb02g039080,GRMZM2G417072,
Sb07g029085,GRMZM2G136366,
Sb01g035740,,GRMZM2G134107
Sb07g029080,,GRMZM5G828182
Sb04g006240,,GRMZM2G385338
Sb05g010050,GRMZM5G866334,
Sb01g047180,GRMZM2G062841,
Sb10g005800,GRMZM2G031588,
Sb10g004400,GRMZM2G002227,
Sb03g008870,GRMZM2G120304,
Sb07g023560,GRMZM2G165011,
Sb10g000320,GRMZM2G167216,
Sb10g005750,,GRMZM2G427503
Sb03g002740,GRMZM2G035256,
Sb05g027890,GRMZM2G058868,
Sb06g021160,GRMZM2G364597,
Sb04g031170,,GRMZM2G004748
Sb03g028950,GRMZM2G451116,
Sb07g021700,,AC198937.4_FG003
Sb01g031710,GRMZM2G028914,
Sb02g009720,GRMZM2G096831,
Sb06g002250,,GRMZM2G100286
Sb02g039550,GRMZM2G079629,
Sb07g002080,,GRMZM2G302160
Sb02g032940,GRMZM2G171871,
Sb02g027190,GRMZM2G165234,
Sb02g041870,GRMZM2G009265,
Sb06g020780,GRMZM2G703013,
Sb02g043770,,GRMZM2G353276
Sb01g036090,,GRMZM2G023992
Sb09g006670,,GRMZM2G143747
Sb10g003180,AC193630.3_FG004,
Sb06g001690,,GRMZM2G166141
Sb03g040670,,GRMZM2G169398
Sb03g029570,GRMZM2G466833,
Sb05g001240,GRMZM2G060760,
Sb10g026530,GRMZM2G095302,
Sb02g002470,GRMZM2G426156,
Sb06g031130,GRMZM2G086577,
Sb01g028395,,AC234158.1_FG005
Sb10g026240,,GRMZM2G414826
Sb01g045940,,GRMZM2G361256
Sb01g042910,,GRMZM2G386998
Sb07g023700,GRMZM2G123016,
Sb03g025420,,GRMZM2G064767
Sb09g004315,AC194965.4_FG004,
Sb10g027110,,GRMZM2G428518
Sb08g016830,GRMZM5G883764,
Sb04g021540,GRMZM2G032628,
Sb01g038330,AC196161.3_FG002,
Sb02g031410,,GRMZM2G161263
Sb03g030530,GRMZM2G024144,
Sb02g027440,,GRMZM2G137551
Sb10g024090,GRMZM2G143377,
Sb09g030770,,GRMZM2G456000
Sb10g028720,GRMZM2G105428,
Sb07g024420,GRMZM2G158437,
Sb04g025040,AC205703.4_FG010,
Sb04g025045,GRMZM2G144166,
Sb02g028255,GRMZM2G137211,
Sb01g042630,GRMZM2G157580,
Sb05g021000,GRMZM2G033820,
Sb10g001050,,GRMZM2G127798
Sb02g027500,GRMZM2G481964,
Sb06g027315,,AC208110.2_FG006
Sb07g026280,GRMZM2G114816,
Sb01g018060,,GRMZM2G392823
Sb02g013160,,GRMZM2G158575
Sb08g022530,GRMZM2G073764,
Sb09g027910,GRMZM2G375064,
Sb01g030040,GRMZM2G469371,
Sb06g018380,GRMZM2G171254,
Sb01g000255,GRMZM2G077535,
Sb04g004020,,GRMZM2G052740
Sb08g004310,,GRMZM2G006806
Sb02g039200,GRMZM2G114461,
Sb01g044370,GRMZM2G070442,
Sb08g019110,GRMZM2G076989,
Sb10g008120,GRMZM2G392306,
Sb03g002120,GRMZM2G146130,
Sb08g017600,GRMZM2G013478,
Sb06g014430,GRMZM2G097747,
Sb01g045350,AC226243.1_FG003,
Sb01g040180,GRMZM2G161337,
Sb07g029100,GRMZM2G136347,
Sb03g009270,,GRMZM2G328094
Sb03g004600,GRMZM2G052377,
Sb02g029120,GRMZM2G128935,
Sb10g001270,GRMZM2G344634,
Sb09g001670,GRMZM2G034598,
Sb01g041850,GRMZM2G072292,
Sb02g004360,GRMZM2G039280,
Sb04g004360,,GRMZM2G101872
Sb06g030460,GRMZM2G361388,
Sb09g018410,AC204292.4_FG003,
Sb09g004130,,GRMZM2G059693
Sb10g023940,GRMZM2G009633,
Sb02g026710,GRMZM2G135444,
Sb03g035830,,GRMZM2G111511
Sb03g027350,GRMZM5G812270,
Sb01g027660,GRMZM2G144155,
Sb04g034810,,GRMZM2G006297
Sb05g007010,GRMZM2G008259,
Sb09g007980,,GRMZM2G303168
Sb04g031860,GRMZM2G041761,
Sb02g035020,,GRMZM2G010924
Sb07g026860,GRMZM2G074270,
Sb09g000890,GRMZM2G174716,
Sb08g007750,GRMZM2G009443,
Sb01g048660,GRMZM2G105571,
Sb01g029710,,GRMZM2G117999
Sb04g034400,GRMZM2G154301,
Sb04g024390,GRMZM2G109959,
Sb03g046950,,GRMZM2G149587
Sb03g000290,GRMZM2G047509,
Sb03g032670,,GRMZM5G827505
Sb08g003040,GRMZM2G050730,
Sb02g026670,GRMZM2G096271,
Sb01g004920,,GRMZM2G123063
Sb01g009430,,GRMZM2G129700
Sb04g020550,GRMZM2G474531,
Sb06g023520,,GRMZM2G168953
Sb01g005760,,GRMZM2G027495
Sb04g008250,GRMZM2G312827,
Sb01g020490,GRMZM2G001606,
Sb08g021840,,GRMZM2G009715
Sb02g043030,GRMZM2G381378,
Sb09g007310,,GRMZM2G157332
Sb06g019380,GRMZM2G408598,
Sb02g025060,GRMZM2G142918,
Sb02g023160,GRMZM2G163535,
Sb04g024020,,GRMZM2G151230
Sb09g023160,GRMZM2G047762,
Sb03g031390,GRMZM5G863146,
Sb07g001140,GRMZM2G374827,
Sb06g025250,GRMZM2G322819,
Sb06g030070,GRMZM5G886765,
Sb09g018000,GRMZM2G450501,
Sb03g005555,GRMZM2G102047,
Sb03g005550,GRMZM2G401581,
Sb07g004250,,GRMZM2G472453
Sb09g021980,GRMZM2G037048,
Sb04g034760,GRMZM5G857944,
Sb01g036050,GRMZM2G173387,
Sb05g001400,GRMZM2G415955,
Sb04g034765,GRMZM5G886335,
Sb06g022170,GRMZM2G347361,
Sb09g024750,AC204352.3_FG012,
Sb09g005660,GRMZM2G558539,
Sb01g015650,,GRMZM2G156748
Sb08g000460,,GRMZM2G354558
Sb08g000465,,GRMZM2G053726
Sb10g002770,GRMZM2G404965,
Sb06g028990,GRMZM5G853854,
Sb02g042070,GRMZM2G136794,
Sb03g006920,GRMZM2G049767,
Sb01g031080,GRMZM2G066441,
Sb02g034090,GRMZM2G161809,
Sb03g013130,GRMZM2G034855,
Sb01g046110,,GRMZM2G075505
Sb08g006400,GRMZM2G087692,
Sb01g020230,GRMZM2G115646,
Sb07g027210,GRMZM2G067238,
Sb05g001745,GRMZM2G174739,
Sb01g047860,GRMZM2G176499,
Sb02g029130,GRMZM2G429118,
Sb01g028000,GRMZM2G437683,
Sb07g020130,GRMZM2G093666,
Sb03g034530,GRMZM2G010762,
Sb10g029540,GRMZM2G085117,
Sb04g025740,GRMZM2G035477,
Sb03g036680,GRMZM2G061515,
Sb07g020420,,GRMZM2G114988
Sb10g029010,GRMZM2G329999,
Sb03g032730,,GRMZM2G035701
Sb02g037670,GRMZM2G023444,
Sb04g005160,GRMZM2G109818,
Sb02g037925,GRMZM2G010702,
Sb08g000800,,GRMZM2G467147
Sb02g037920,GRMZM2G180490,
Sb03g035220,GRMZM2G094712,
Sb04g026720,GRMZM2G456268,
Sb04g026890,GRMZM5G841914,
Sb04g008420,GRMZM2G026490,
Sb02g041780,GRMZM2G031298,
Sb04g023550,GRMZM2G105400,
Sb04g031270,GRMZM2G331032,
Sb04g037440,GRMZM2G064386,
Sb04g028940,GRMZM2G339943,
Sb02g024730,GRMZM2G071059,
Sb06g031300,AC210003.2_FG004,
Sb03g034280,,GRMZM2G118770
Sb03g001650,GRMZM2G085176,
Sb04g001880,,GRMZM2G423129
Sb04g001540,,GRMZM2G006234
Sb04g010660,GRMZM2G009785,
Sb09g003540,GRMZM2G063592,
Sb01g039850,GRMZM2G061202,
Sb08g020827,GRMZM2G072939,
Sb08g020390,,GRMZM2G157825
Sb08g003950,,GRMZM2G146018
Sb03g038280,GRMZM2G126397,
Sb04g026090,,GRMZM2G079817
Sb02g027030,GRMZM2G070375,
Sb01g005990,GRMZM2G308687,
Sb03g044170,GRMZM2G171650,
Sb09g028110,GRMZM2G381709,
Sb07g004070,GRMZM5G813804,
Sb02g024080,GRMZM2G477743,
Sb10g000270,GRMZM2G306859,
Sb03g005080,GRMZM2G163291,
Sb01g047245,,GRMZM2G532534
Sb09g002230,,GRMZM2G351921
Sb03g047140,GRMZM2G097340,
Sb01g047240,GRMZM2G178571,
Sb09g029860,,GRMZM2G045664
Sb06g021580,GRMZM2G157102,
Sb03g039480,,GRMZM2G146206
Sb02g038540,,GRMZM5G898684
Sb07g005610,GRMZM2G167018,
Sb01g038310,GRMZM2G135359,
Sb07g006090,GRMZM2G118610,
Sb01g001500,GRMZM2G056393,
Sb07g024700,GRMZM2G158890,
Sb05g023895,GRMZM2G099408,
Sb01g004220,,AC210013.4_FG017
Sb01g019200,GRMZM2G085974,
Sb10g009260,,GRMZM2G155343
Sb03g010000,GRMZM2G132913,
Sb02g003630,GRMZM2G320298,
Sb02g011950,,GRMZM2G104999
Sb06g017160,,GRMZM2G307262
Sb03g039730,GRMZM2G119322,
Sb10g023120,GRMZM2G344993,
Sb03g002350,,GRMZM2G390889
Sb03g037575,,AC203294.3_FG012
Sb03g025210,,GRMZM2G077206
Sb09g016150,,GRMZM2G006745
Sb03g047350,AC165171.2_FG002,
Sb02g025420,,GRMZM2G057779
Sb06g033810,GRMZM2G160175,
Sb03g046760,GRMZM2G103342,
Sb04g037300,GRMZM5G837869,
Sb02g020410,,GRMZM2G106213
Sb03g029210,GRMZM2G048010,
Sb04g030300,GRMZM2G170595,
Sb03g029740,GRMZM2G004183,
Sb04g030650,GRMZM2G150374,
Sb03g029960,,GRMZM2G020131
Sb03g040080,GRMZM5G856598,
Sb03g002470,GRMZM2G018217,
Sb10g025870,GRMZM2G030099,
Sb10g012980,GRMZM2G024005,
Sb02g036330,GRMZM5G822440,
Sb04g036430,GRMZM2G030465,
Sb04g028110,GRMZM2G162233,
Sb01g007050,GRMZM2G164558,
Sb09g024110,,GRMZM2G080731
Sb09g011890,GRMZM2G087671,
Sb01g046570,GRMZM2G000823,
Sb02g022360,GRMZM2G322314,
Sb06g017520,,GRMZM2G158029
Sb09g017280,GRMZM2G136016,
Sb01g033380,GRMZM2G471240,
Sb01g022400,GRMZM2G125762,
Sb01g007040,GRMZM2G164493,
Sb06g028690,GRMZM2G094255,
Sb10g026490,,GRMZM2G050765
Sb01g008060,,GRMZM2G473697
Sb07g002340,GRMZM2G068955,
Sb06g027410,GRMZM2G125669,
Sb02g025775,GRMZM2G700200,
Sb01g009220,GRMZM2G179906,
Sb06g030890,GRMZM2G177145,
Sb01g009225,AC233878.1_FG004,
Sb04g024450,GRMZM2G095144,
Sb06g023310,GRMZM2G026656,
Sb01g009880,GRMZM5G826838,
Sb03g008040,GRMZM2G373175,
Sb03g037160,GRMZM2G047274,
Sb03g007090,GRMZM2G395983,
Sb03g037165,GRMZM2G047028,
Sb01g017890,,GRMZM2G436710
Sb10g005560,GRMZM2G109720,
Sb01g038570,,GRMZM2G154316
Sb10g000510,,GRMZM2G104945
Sb09g024230,GRMZM2G440968,
Sb03g000400,GRMZM2G087804,
Sb01g006050,GRMZM2G040145,
Sb03g041680,GRMZM2G167637,
Sb06g027400,GRMZM2G125728,
Sb04g010240,GRMZM2G069596,
Sb01g008280,,GRMZM2G131998
Sb06g020190,GRMZM2G135410,
Sb03g003400,GRMZM2G051458,
Sb04g011210,GRMZM2G008593,
Sb02g025970,AC203031.3_FG002,
Sb09g010410,GRMZM2G036436,
Sb08g018450,GRMZM2G166166,
Sb10g006910,GRMZM2G066358,
Sb09g030230,,GRMZM2G338696
Sb01g011810,GRMZM2G420436,
Sb01g009080,GRMZM2G180246,
Sb10g006260,GRMZM2G171179,
Sb05g002960,GRMZM2G146222,
Sb06g022310,,GRMZM2G016487
Sb01g016840,GRMZM2G024145,
Sb01g005680,GRMZM2G141535,
Sb09g021060,,GRMZM2G071362
Sb02g000810,,GRMZM5G881605
Sb02g029450,,GRMZM2G179031
Sb07g023040,GRMZM2G031468,
Sb07g003760,,GRMZM2G104907
Sb01g010630,GRMZM2G086003,
Sb03g042790,GRMZM2G141600,
Sb10g030380,GRMZM2G439246,
Sb04g031400,,GRMZM2G146337
Sb01g015460,,GRMZM2G333140
Sb01g000580,AC203966.5_FG005,
Sb04g033105,GRMZM2G466044,
Sb04g000360,,GRMZM2G016858
Sb10g010290,GRMZM2G150406,
Sb05g016000,GRMZM2G019236,
Sb04g003130,,GRMZM2G169998
Sb04g025410,GRMZM2G095194,
Sb09g024950,GRMZM2G170625,
Sb04g003640,,GRMZM2G166145
Sb01g036150,GRMZM2G353195,
Sb06g024460,GRMZM2G347027,
Sb04g038300,GRMZM5G842058,
Sb07g004520,GRMZM2G039824,
Sb04g038305,AC208348.3_FG012,
Sb07g028660,GRMZM2G042371,
Sb03g024580,,GRMZM2G167422
Sb02g002880,GRMZM2G093705,
Sb04g025700,,GRMZM2G067417
Sb04g034370,GRMZM2G174240,
Sb01g013300,GRMZM2G146616,
Sb09g019276,,GRMZM2G029756
Sb08g000780,,GRMZM2G166671
Sb09g022690,GRMZM2G130746,
Sb04g037930,GRMZM2G171801,
Sb07g026490,GRMZM2G012453,
Sb03g042240,GRMZM2G329069,
Sb03g036560,GRMZM2G062429,
Sb03g009390,GRMZM2G430394,
Sb07g019495,,GRMZM2G023008
Sb03g011030,,GRMZM2G464491
Sb07g019490,GRMZM2G169198,
Sb04g009640,GRMZM2G455440,
Sb04g024250,GRMZM2G088747,
Sb08g002270,,GRMZM5G875655
Sb01g012130,,GRMZM2G128986
Sb03g005760,AC190933.3_FG004,
Sb03g006690,GRMZM2G169121,
Sb08g022700,,GRMZM2G119523
Sb07g007540,GRMZM2G103250,
Sb04g028020,GRMZM2G028325,
Sb01g012290,GRMZM2G154890,
Sb03g042300,,GRMZM2G080816
Sb01g002810,GRMZM2G479744,
Sb02g011310,GRMZM5G868168,
Sb02g021040,GRMZM2G088849,
Sb06g022260,GRMZM2G702991,
Sb02g007630,GRMZM2G320920,
Sb03g004010,GRMZM2G118243,
Sb07g000230,,GRMZM2G125648
Sb03g025980,GRMZM2G130356,
Sb04g035680,GRMZM2G017923,
Sb10g010830,,GRMZM2G012992
Sb10g005550,,GRMZM2G353905
Sb02g034660,,GRMZM2G311187
Sb09g001570,GRMZM2G336583,
Sb06g015420,GRMZM2G119703,
Sb08g003780,,GRMZM2G034868
Sb02g006940,,GRMZM2G175576
Sb08g006360,,GRMZM2G427713
Sb07g027810,GRMZM5G879527,
Sb09g004270,GRMZM2G018020,
Sb01g050690,GRMZM2G471814,
Sb02g019360,GRMZM2G025340,
Sb06g016460,GRMZM2G421835,
Sb06g019625,,GRMZM2G173865
Sb02g038370,,GRMZM2G703354
Sb02g005940,GRMZM2G478996,
Sb10g006550,GRMZM2G127909,
Sb08g000580,GRMZM2G147266,
Sb01g000900,GRMZM2G083964,
Sb01g045650,GRMZM2G022363,
Sb04g002510,,GRMZM2G023528
Sb04g035350,GRMZM2G008242,
Sb04g035420,GRMZM2G428413,
Sb01g039990,GRMZM2G306679,
Sb10g006790,GRMZM5G801953,
Sb02g004010,GRMZM2G312839,
Sb10g007610,GRMZM2G136032,
Sb04g029950,GRMZM2G180922,
Sb02g030310,,GRMZM2G124037
Sb04g006460,,GRMZM2G056867
Sb07g024130,GRMZM2G167548,
Sb03g031230,GRMZM2G077401,
Sb08g022870,GRMZM2G358924,
Sb05g026360,GRMZM2G001169,
Sb01g050070,GRMZM2G388684,
Sb10g000780,,GRMZM2G027253
Sb03g032020,AC233882.1_FG005,
Sb06g017300,GRMZM2G323844,
Sb04g008110,GRMZM2G176206,
Sb10g028550,GRMZM2G413006,
Sb04g004740,,GRMZM2G351747
Sb10g028000,,GRMZM2G150256
Sb10g029200,GRMZM2G083472,
Sb03g039030,GRMZM2G096470,
Sb10g029750,GRMZM2G116190,
Sb03g010320,GRMZM2G022088,
Sb08g020700,,GRMZM2G403475
Sb03g013750,GRMZM2G037209,
Sb07g006100,GRMZM2G315767,
Sb09g016810,AC233879.1_FG002,
Sb02g041800,,GRMZM2G141432
Sb03g046150,,GRMZM2G307756
Sb03g026750,,GRMZM2G022402
Sb10g020580,,GRMZM2G129431
Sb09g024580,GRMZM2G410175,
Sb03g043300,GRMZM2G023257,
Sb09g023330,GRMZM2G046262,
Sb06g030240,GRMZM2G004352,
Sb07g001180,,GRMZM2G064969
Sb04g020050,GRMZM2G179802,
Sb02g041060,GRMZM2G003172,
Sb09g022320,GRMZM2G059121,
Sb01g033760,GRMZM2G410479,
Sb01g036310,GRMZM2G017223,
Sb03g010700,,GRMZM2G175071
Sb04g011770,GRMZM2G091293,
Sb01g033830,GRMZM2G078876,
Sb06g021760,GRMZM2G366065,
Sb02g040330,GRMZM2G150758,
Sb03g042870,GRMZM2G411956,
Sb07g006400,GRMZM2G149894,
Sb03g037790,GRMZM2G054821,
Sb01g039440,GRMZM2G145275,
Sb09g021660,,GRMZM2G126010
Sb04g024820,GRMZM2G029922,
Sb03g006710,,GRMZM2G172386
Sb06g017730,GRMZM2G028543,
Sb03g014800,GRMZM2G052796,
Sb07g002570,GRMZM2G301884,
Sb01g007880,GRMZM2G421491,
Sb05g007145,GRMZM2G407623,
Sb07g001980,,GRMZM2G064133
Sb02g038670,GRMZM2G138008,
Sb05g023460,GRMZM2G403636,
Sb10g003430,GRMZM2G056365,
Sb08g004800,GRMZM2G103662,
Sb09g017140,GRMZM2G068496,
Sb07g004750,GRMZM2G384439,
Sb07g022940,GRMZM2G030594,
Sb02g000620,GRMZM2G135839,
Sb06g000920,,GRMZM2G110567
Sb02g035200,GRMZM2G004880,
Sb07g024760,,GRMZM2G430755
Sb06g020200,GRMZM2G135396,
Sb01g013170,GRMZM2G093855,
Sb01g042680,,GRMZM2G024718
Sb05g007490,GRMZM2G011896,
Sb09g003060,GRMZM2G015605,
Sb03g028970,GRMZM2G180815,
Sb04g002390,GRMZM2G146354,
Sb07g003290,GRMZM5G832300,
Sb10g024640,GRMZM2G443715,
Sb01g020170,GRMZM2G020974,
Sb09g019470,GRMZM2G091900,
Sb10g007550,GRMZM2G008033,
Sb03g038340,GRMZM2G330153,
Sb01g019840,,GRMZM2G026216
Sb08g018840,GRMZM2G403620,
Sb09g006650,,GRMZM2G110584
Sb04g035550,,GRMZM2G070138
Sb01g049930,GRMZM5G802392,
Sb05g001260,,GRMZM2G051534
Sb03g027480,GRMZM5G874955,
Sb01g004210,GRMZM2G111642,
Sb03g029510,GRMZM2G023220,
Sb10g026510,,GRMZM2G417594
Sb03g040650,GRMZM2G127180,
Sb04g031420,GRMZM5G891295,
Sb07g028330,GRMZM2G080912,
Sb09g029470,GRMZM2G026013,
Sb03g034070,GRMZM2G051288,
Sb02g042690,,GRMZM2G010551
Sb04g000920,GRMZM2G168603,
Sb10g027170,GRMZM2G014813,
Sb03g028600,,GRMZM2G056247
Sb01g048460,GRMZM2G008064,
Sb04g034530,GRMZM2G046459,
Sb09g019780,,GRMZM2G060922
Sb09g025960,,GRMZM2G330693
Sb01g018880,GRMZM2G091320,
Sb04g021830,GRMZM2G039089,
Sb01g043080,GRMZM2G391403,
Sb06g033580,,GRMZM2G406119
Sb10g004280,GRMZM2G035804,
Sb05g005300,GRMZM2G121034,
Sb03g040430,GRMZM2G396231,
Sb07g008820,,GRMZM2G315072
Sb09g030750,,GRMZM5G809587
Sb01g014240,GRMZM2G043127,
Sb01g013380,GRMZM2G065498,
Sb07g023540,,GRMZM2G014832
Sb05g025700,GRMZM2G037342,
Sb09g029650,,GRMZM5G851564
Sb09g024590,GRMZM2G089895,
Sb10g001610,,GRMZM2G077837
Sb01g007670,GRMZM2G123714,
Sb06g027330,GRMZM2G149649,
Sb03g003090,GRMZM2G115834,
Sb03g011200,GRMZM2G378442,
Sb08g011530,GRMZM2G094375,
Sb06g021640,GRMZM2G158083,
Sb10g025330,GRMZM2G087635,
Sb05g024030,,GRMZM2G078013
Sb01g000270,GRMZM2G377487,
Sb08g015440,GRMZM2G068316,
Sb09g018780,GRMZM2G062657,
Sb09g020210,GRMZM2G141202,
Sb09g030530,GRMZM2G070659,
Sb07g015000,GRMZM2G327174,
Sb03g007390,GRMZM2G378452,
Sb03g039850,,GRMZM2G154960
Sb01g011480,GRMZM2G063133,
Sb08g016620,GRMZM2G052606,
Sb03g025150,GRMZM2G369703,
Sb04g037650,,GRMZM2G150648
Sb05g008300,GRMZM2G065655,
Sb03g010300,,GRMZM2G171122
Sb03g003670,GRMZM2G062230,
Sb10g026230,GRMZM5G836827,
Sb04g007050,GRMZM2G052011,
Sb03g004370,,GRMZM2G061932
Sb06g001350,GRMZM2G074083,
Sb01g012820,,GRMZM2G079083
Sb04g026950,,GRMZM2G111225
Sb10g031240,GRMZM2G112805,
Sb10g001250,,GRMZM2G095211
Sb02g004380,,GRMZM2G355752
Sb03g033420,,GRMZM2G444819
Sb03g027375,,GRMZM2G073404
Sb09g001960,GRMZM2G440695,
Sb06g013990,GRMZM2G108338,
Sb04g020610,,GRMZM2G099136
Sb03g027800,GRMZM2G001296,
Sb06g030400,GRMZM2G021635,
Sb03g045050,GRMZM2G126371,
Sb08g019820,,GRMZM5G839416
Sb04g003500,GRMZM2G024612,
Sb01g044530,GRMZM2G113821,
Sb01g027600,GRMZM2G321940,
Sb06g020980,GRMZM2G051984,
Sb03g041740,GRMZM2G039365,
